id,SFH,popUpWidnow,SSLfinal_State,Request_URL,URL_of_Anchor,web_traffic,URL_Length,age_of_domain,having_IP_Address,Result
548,-1,0,1,-1,1,-1,1,1,0,1
549,-1,0,-1,0,-1,1,-1,-1,0,1
550,-1,0,1,0,0,0,0,-1,0,-1
551,0,0,-1,0,0,1,-1,1,0,1
552,1,0,1,0,0,1,1,-1,1,-1
553,1,0,1,-1,1,0,0,-1,0,-1
554,-1,-1,0,-1,-1,1,-1,-1,0,1
555,1,-1,1,0,0,1,0,-1,0,-1
556,1,1,1,-1,1,-1,0,1,1,-1
557,1,1,1,0,-1,-1,-1,1,0,-1
558,1,-1,0,-1,0,-1,-1,1,0,-1
559,0,0,1,0,1,0,-1,1,0,1
560,1,0,1,-1,1,1,0,1,0,-1
561,1,1,1,1,1,-1,0,1,1,-1
562,1,0,1,0,-1,0,1,1,0,-1
563,1,1,1,-1,-1,-1,0,1,0,-1
564,1,0,1,-1,-1,1,1,1,0,-1
565,1,-1,0,1,-1,-1,-1,1,0,-1
566,1,0,1,0,-1,0,1,-1,0,-1
567,1,0,1,0,-1,-1,0,1,0,-1
568,-1,-1,0,-1,-1,0,0,-1,0,1
569,1,0,1,1,1,1,0,-1,0,-1
570,-1,-1,-1,0,-1,-1,1,1,0,1
571,0,-1,-1,0,1,0,-1,-1,0,1
572,1,-1,1,-1,1,1,-1,1,0,-1
573,1,0,1,-1,1,-1,1,1,0,-1
574,1,-1,1,-1,1,1,0,1,0,-1
575,-1,-1,-1,-1,-1,0,0,-1,0,1
576,0,-1,0,0,1,-1,-1,1,0,1
577,-1,-1,1,1,-1,1,0,-1,0,-1
578,-1,-1,1,1,1,1,0,-1,0,1
579,1,1,1,1,1,0,-1,1,0,-1
580,1,-1,1,-1,1,-1,0,1,0,-1
581,1,-1,1,-1,1,0,0,1,0,-1
582,1,-1,0,0,-1,0,0,1,0,1
583,1,0,-1,-1,1,-1,0,1,0,-1
584,1,1,1,-1,1,-1,-1,1,0,-1
585,1,0,1,1,0,0,1,1,0,-1
586,1,-1,0,-1,1,0,-1,1,0,1
587,0,0,-1,0,0,0,-1,-1,0,1
588,1,0,-1,-1,-1,1,-1,-1,0,1
589,-1,0,0,-1,-1,0,0,-1,0,1
590,0,-1,-1,0,1,0,-1,-1,0,1
591,1,0,1,1,1,0,0,1,0,-1
592,-1,0,1,0,0,-1,1,1,0,-1
593,-1,0,-1,1,1,1,0,1,0,-1
594,1,1,1,1,1,-1,0,1,0,-1
595,-1,-1,1,-1,-1,0,-1,1,1,1
596,0,-1,0,0,1,1,0,1,0,1
597,-1,0,0,-1,-1,0,0,1,0,1
598,1,0,0,-1,1,-1,-1,1,1,-1
599,1,0,1,0,-1,0,0,-1,0,-1
600,1,-1,0,-1,-1,0,-1,1,0,-1
601,1,0,1,1,1,1,-1,1,0,-1
602,1,0,1,0,-1,-1,-1,1,0,-1
603,-1,-1,0,-1,-1,1,0,1,0,1
604,1,0,1,1,0,-1,0,1,0,-1
605,0,-1,0,0,1,0,0,1,0,1
606,1,1,1,-1,1,-1,-1,1,0,-1
607,-1,-1,0,0,-1,-1,-1,1,0,0
608,-1,-1,1,-1,-1,1,1,1,0,0
609,1,1,1,-1,1,-1,0,1,0,-1
610,1,1,1,1,1,1,1,-1,0,-1
611,1,-1,1,-1,1,1,1,-1,0,-1
612,1,0,1,1,1,-1,1,1,0,-1
613,0,0,-1,0,1,1,0,-1,0,1
614,1,-1,1,-1,-1,1,-1,-1,0,1
615,0,-1,-1,0,1,-1,0,1,0,1
616,1,0,1,-1,1,0,1,1,0,-1
617,-1,-1,-1,0,-1,1,-1,-1,0,1
618,1,-1,0,-1,1,1,0,1,0,-1
619,1,-1,1,1,1,-1,1,1,0,-1
620,1,0,0,1,1,-1,1,1,0,-1
621,1,1,1,-1,1,-1,0,1,1,-1
622,-1,-1,1,-1,1,1,1,1,0,0
623,1,0,1,0,-1,0,0,1,0,-1
624,1,0,1,1,1,0,-1,1,0,-1
625,1,0,1,-1,-1,-1,-1,1,1,-1
626,-1,-1,1,0,-1,1,-1,1,0,-1
627,1,0,1,-1,-1,1,-1,1,0,-1
628,1,1,1,-1,-1,-1,-1,1,0,-1
629,1,1,1,1,1,-1,1,1,0,-1
630,1,0,1,0,-1,-1,-1,1,0,-1
631,1,0,1,-1,-1,-1,1,1,0,0
632,-1,-1,-1,-1,-1,1,0,-1,0,1
633,-1,0,-1,-1,-1,1,0,-1,0,1
634,1,-1,1,-1,-1,1,1,-1,0,0
635,1,-1,1,1,1,-1,-1,1,0,-1
636,1,1,1,-1,1,-1,0,1,0,-1
637,1,-1,0,0,-1,0,1,-1,0,1
638,1,-1,0,-1,-1,0,-1,1,0,1
639,-1,-1,0,-1,-1,1,-1,-1,0,1
640,1,0,1,1,1,1,1,1,0,-1
641,1,0,1,-1,1,1,1,1,0,-1
642,1,0,1,-1,1,-1,0,1,0,-1
643,1,1,1,-1,1,-1,1,1,0,-1
644,1,0,1,1,1,-1,-1,1,0,-1
645,-1,-1,-1,-1,-1,0,-1,-1,0,1
646,1,0,1,-1,-1,-1,-1,1,0,-1
647,1,-1,1,-1,-1,0,0,1,0,-1
648,-1,-1,0,0,-1,0,-1,-1,0,1
649,1,-1,0,-1,1,0,-1,1,0,-1
650,1,1,0,1,1,-1,-1,1,0,-1
651,1,0,1,1,0,0,-1,-1,1,-1
652,1,0,-1,1,1,-1,1,1,0,-1
653,1,0,1,0,-1,0,-1,-1,0,-1
654,1,0,1,1,1,0,1,-1,0,-1
655,-1,-1,1,0,0,-1,0,1,0,-1
656,0,-1,0,0,0,1,-1,-1,0,0
657,-1,-1,-1,0,-1,-1,0,1,0,1
658,1,-1,0,-1,-1,-1,1,1,0,-1
659,1,1,-1,1,1,1,0,-1,0,-1
660,1,1,1,1,0,0,0,1,0,-1
661,-1,-1,0,1,1,-1,0,1,0,-1
662,-1,0,-1,-1,-1,1,0,1,0,1
663,1,0,1,-1,1,0,0,1,0,-1
664,1,0,1,-1,1,-1,1,1,1,-1
665,1,0,1,1,0,0,0,1,0,-1
666,1,0,1,-1,1,-1,-1,1,0,-1
667,1,0,1,-1,-1,0,0,1,0,-1
668,1,0,1,1,1,1,0,-1,0,-1
669,1,1,1,1,1,-1,-1,1,0,-1
670,-1,-1,1,-1,-1,0,0,1,0,1
671,1,-1,0,-1,1,-1,-1,1,0,-1
672,1,0,1,0,-1,0,1,1,0,-1
673,1,1,1,-1,-1,1,1,-1,1,0
674,1,0,1,1,1,1,1,1,1,-1
675,-1,-1,-1,-1,-1,0,0,1,0,1
676,1,0,1,-1,1,0,-1,1,0,-1
677,-1,-1,-1,-1,-1,1,-1,-1,0,1
678,1,0,1,-1,1,1,1,1,1,-1
679,-1,0,1,-1,-1,0,-1,-1,0,1
680,-1,-1,1,0,-1,0,0,1,0,1
681,-1,-1,0,-1,-1,-1,-1,1,0,1
682,1,-1,0,1,1,-1,-1,1,0,-1
683,1,1,1,1,1,-1,1,1,0,-1
684,1,1,1,1,0,-1,-1,1,1,-1
685,-1,0,0,-1,1,0,-1,1,0,1
686,-1,-1,1,-1,-1,-1,0,1,0,1
687,0,-1,0,0,1,-1,0,1,0,1
688,-1,-1,0,-1,-1,0,-1,1,0,1
689,1,-1,0,-1,0,0,-1,-1,0,1
690,1,0,0,1,-1,0,0,1,0,-1
691,-1,-1,0,0,-1,1,0,-1,0,1
692,-1,0,-1,-1,-1,1,0,-1,0,1
693,1,0,1,1,1,1,0,1,0,-1
694,1,1,1,0,0,-1,0,1,1,-1
695,-1,1,1,0,0,-1,1,1,0,-1
696,0,-1,-1,0,0,0,1,-1,1,1
697,1,0,-1,1,-1,0,0,-1,0,-1
698,0,-1,0,0,1,1,0,-1,0,1
699,1,0,1,-1,1,0,0,1,0,-1
700,1,0,1,-1,1,-1,-1,1,0,-1
701,1,0,1,0,-1,1,0,-1,0,-1
702,-1,-1,0,-1,-1,1,0,-1,0,1
703,-1,-1,-1,0,-1,1,1,-1,1,1
704,1,-1,1,-1,-1,1,-1,-1,0,1
705,1,0,1,0,-1,1,0,-1,1,-1
706,-1,0,0,0,-1,1,-1,1,0,1
707,1,-1,1,-1,1,0,1,1,0,-1
708,1,-1,1,-1,-1,1,-1,-1,0,1
709,-1,-1,1,-1,1,1,0,1,0,0
710,-1,-1,-1,-1,-1,0,0,-1,0,1
711,1,0,1,1,1,0,1,-1,0,-1
712,0,-1,-1,0,1,0,-1,1,0,1
713,-1,0,1,1,1,0,1,1,0,-1
714,0,0,-1,0,1,1,0,-1,0,1
715,0,0,1,0,1,-1,0,1,1,1
716,0,-1,0,0,1,-1,0,1,0,1
717,0,-1,0,0,0,0,0,1,0,0
718,-1,-1,1,-1,0,1,-1,-1,0,-1
719,-1,0,-1,-1,-1,1,0,-1,0,1
720,1,0,1,-1,-1,-1,1,1,0,0
721,1,0,1,1,0,1,0,-1,0,-1
722,-1,0,1,-1,-1,1,-1,-1,0,1
723,1,0,1,0,-1,-1,0,1,0,-1
724,-1,-1,0,-1,-1,1,0,-1,0,1
725,-1,-1,-1,-1,1,0,0,1,0,1
726,-1,-1,1,-1,-1,-1,0,1,0,1
727,0,0,-1,0,1,0,0,-1,0,1
728,-1,-1,-1,0,-1,-1,0,1,0,1
729,1,1,1,1,1,1,-1,-1,0,-1
730,-1,0,-1,-1,-1,1,0,-1,0,1
731,1,0,1,-1,-1,1,0,-1,0,-1
732,1,0,1,1,0,1,0,-1,1,-1
733,1,0,1,-1,1,1,0,-1,0,-1
734,-1,-1,0,-1,-1,-1,1,1,1,0
735,-1,-1,-1,-1,-1,0,0,-1,0,1
736,1,1,1,-1,1,0,0,-1,0,-1
737,1,0,1,-1,-1,-1,-1,1,0,-1
738,1,1,1,-1,1,0,-1,-1,0,-1
739,1,1,-1,1,1,-1,1,1,0,-1
740,-1,-1,0,-1,-1,-1,-1,1,0,1
741,1,1,1,0,-1,-1,0,1,0,-1
742,1,1,1,-1,1,0,-1,1,0,-1
743,0,-1,-1,0,1,1,0,-1,0,1
744,-1,-1,1,-1,-1,-1,-1,1,0,1
745,1,-1,1,1,1,0,-1,1,0,-1
746,1,-1,1,1,0,-1,0,1,0,-1
747,1,0,1,1,1,-1,0,1,0,-1
748,1,0,1,-1,1,1,0,-1,0,-1
749,1,1,1,-1,-1,-1,0,1,0,-1
750,0,-1,0,0,1,0,0,-1,0,1
751,1,0,1,1,1,1,-1,-1,0,-1
752,1,0,1,-1,-1,-1,0,1,0,-1
753,1,0,1,-1,1,-1,1,1,0,-1
754,0,-1,-1,0,0,1,1,-1,0,1
755,1,0,1,-1,1,1,-1,-1,1,-1
756,0,-1,-1,0,1,1,1,-1,0,1
757,-1,-1,0,-1,-1,1,-1,-1,0,1
758,-1,-1,1,-1,-1,1,0,1,0,1
759,1,-1,0,-1,-1,-1,0,1,0,-1
760,-1,-1,1,-1,-1,0,-1,-1,0,1
761,-1,-1,-1,-1,-1,0,0,1,0,1
762,-1,0,0,-1,-1,0,0,-1,0,1
763,-1,0,0,-1,-1,0,1,-1,1,1
764,1,1,1,-1,1,0,1,1,0,-1
765,1,0,1,-1,1,1,0,-1,0,-1
766,1,-1,0,1,1,-1,-1,1,0,1
767,0,-1,-1,0,1,1,0,-1,0,1
768,1,-1,1,1,1,0,-1,1,0,-1
769,-1,-1,0,-1,-1,-1,0,1,0,0
770,-1,1,0,0,-1,-1,1,1,1,-1
771,0,0,-1,0,1,1,0,1,0,1
772,1,-1,0,-1,-1,-1,-1,1,0,1
773,1,-1,1,-1,-1,1,1,-1,0,0
774,1,0,-1,1,1,0,0,-1,0,-1
775,1,0,0,1,-1,0,0,1,0,-1
776,-1,-1,1,0,-1,0,1,-1,1,1
777,-1,-1,0,-1,-1,0,0,1,0,1
778,0,-1,0,0,0,-1,0,1,0,0
779,1,0,1,0,-1,0,1,1,0,-1
780,-1,-1,0,-1,-1,0,0,1,0,1
781,-1,0,-1,1,-1,1,-1,-1,0,1
782,1,0,-1,0,-1,0,1,-1,1,-1
783,1,-1,1,1,0,1,1,-1,0,-1
784,1,-1,-1,1,1,1,0,-1,0,1
785,1,1,1,-1,-1,-1,0,1,0,-1
786,-1,-1,1,-1,0,1,0,-1,0,1
787,1,0,1,-1,-1,1,1,-1,1,0
788,1,1,1,1,1,0,1,1,0,-1
789,1,-1,0,-1,-1,1,-1,-1,0,1
790,-1,-1,0,-1,-1,1,0,-1,0,1
791,0,-1,1,0,1,1,-1,-1,0,1
792,1,-1,1,0,1,0,-1,-1,0,-1
793,1,0,1,1,1,0,0,-1,0,-1
794,-1,-1,-1,-1,-1,1,0,-1,0,1
795,-1,0,0,-1,-1,1,-1,-1,0,1
796,1,0,-1,1,1,1,-1,-1,0,-1
797,0,0,1,0,1,1,0,-1,0,1
798,1,0,1,1,1,-1,0,1,0,-1
799,-1,-1,1,-1,-1,-1,-1,1,0,1
800,1,0,1,0,-1,1,-1,-1,0,-1
801,1,0,-1,1,1,1,-1,-1,0,-1
802,-1,-1,-1,-1,-1,0,-1,1,0,1
803,1,1,1,-1,1,1,1,-1,0,-1
804,1,-1,0,-1,1,-1,0,1,0,-1
805,-1,-1,1,-1,1,1,0,1,0,1
806,0,0,-1,0,0,0,1,-1,1,1
807,1,-1,0,1,1,-1,0,1,0,-1
808,1,0,1,-1,-1,0,0,1,0,-1
809,1,-1,0,-1,-1,0,0,1,0,1
810,1,0,1,0,-1,-1,0,1,0,-1
811,-1,0,-1,-1,-1,-1,-1,1,0,1
812,-1,-1,0,-1,-1,0,0,1,0,1
813,-1,1,1,-1,1,-1,0,1,0,0
814,1,0,1,0,-1,0,-1,1,0,-1
815,1,-1,1,-1,1,-1,1,1,0,-1
816,1,-1,1,1,1,1,1,-1,0,1
817,1,0,1,-1,0,0,-1,1,0,0
818,1,0,-1,1,1,1,1,-1,1,-1
819,1,0,0,1,1,0,0,1,0,1
820,-1,-1,0,0,-1,0,1,-1,1,1
821,1,0,1,-1,-1,0,-1,1,0,-1
822,1,0,1,0,0,-1,0,1,1,-1
823,1,0,1,1,1,-1,-1,1,0,-1
824,-1,0,-1,-1,1,0,-1,-1,0,1
825,1,0,-1,-1,1,1,0,1,0,-1
826,1,-1,1,-1,-1,0,-1,-1,0,1
827,1,0,1,-1,-1,-1,-1,1,0,-1
828,1,-1,0,0,-1,1,-1,-1,0,1
829,1,0,1,1,1,1,-1,-1,0,-1
830,1,1,1,1,1,0,1,1,0,-1
831,1,0,1,0,-1,-1,-1,1,0,-1
832,0,-1,0,0,0,-1,0,1,0,0
833,1,-1,1,1,0,-1,-1,1,0,-1
834,-1,-1,0,-1,-1,0,0,1,0,1
835,1,-1,1,0,-1,0,1,1,0,-1
836,1,1,1,-1,1,-1,-1,1,0,-1
837,1,0,1,0,-1,0,-1,1,0,-1
838,-1,-1,0,1,1,0,-1,1,0,1
839,-1,0,-1,1,1,0,0,-1,0,1
840,1,1,1,0,-1,1,-1,-1,0,-1
841,-1,0,-1,-1,-1,0,0,-1,0,1
842,1,-1,-1,1,1,1,-1,-1,0,1
843,-1,-1,1,-1,-1,1,-1,1,0,1
844,1,0,1,-1,-1,0,1,-1,0,0
845,1,0,1,1,0,0,0,-1,0,-1
846,0,0,-1,0,1,1,0,-1,0,1
847,1,0,1,-1,-1,1,-1,-1,0,1
848,-1,-1,1,0,-1,0,0,-1,0,1
849,1,-1,1,0,-1,-1,1,1,0,-1
850,0,-1,-1,0,1,1,-1,-1,0,1
851,1,1,1,-1,-1,1,1,-1,0,0
852,1,0,1,-1,1,-1,1,1,0,-1
853,1,0,1,1,1,0,-1,1,0,-1
854,1,1,1,1,1,1,0,-1,0,-1
855,0,-1,0,0,1,-1,0,1,0,1
856,1,1,1,-1,-1,-1,1,1,0,0
857,1,-1,0,1,1,0,-1,1,0,1
858,1,0,1,1,1,0,0,-1,0,-1
859,-1,0,-1,-1,-1,0,-1,-1,0,1
860,-1,-1,-1,0,-1,1,-1,-1,0,1
861,-1,-1,-1,0,-1,0,0,1,0,1
862,-1,-1,1,0,-1,1,-1,-1,0,-1
863,-1,-1,-1,-1,-1,0,0,-1,0,1
864,1,-1,0,-1,-1,-1,-1,1,0,-1
865,1,0,1,1,1,-1,1,1,0,-1
866,-1,-1,1,-1,-1,1,-1,-1,0,1
867,-1,-1,-1,-1,-1,1,0,-1,0,1
868,1,0,0,1,1,0,0,1,0,-1
869,1,0,-1,-1,1,-1,1,1,0,0
870,1,0,-1,1,1,-1,0,1,0,-1
871,-1,-1,0,-1,-1,1,-1,-1,0,1
872,1,0,-1,1,1,1,-1,-1,0,1
873,-1,-1,-1,-1,-1,-1,0,1,0,1
874,-1,0,-1,0,-1,0,1,-1,0,-1
875,0,-1,-1,0,0,0,0,1,0,1
876,0,0,0,0,0,-1,0,1,0,0
877,-1,0,1,1,1,-1,0,1,1,-1
878,1,1,1,-1,1,1,1,-1,0,-1
879,1,-1,0,-1,-1,0,-1,-1,0,1
880,-1,-1,0,-1,-1,-1,1,1,0,0
881,-1,0,0,0,-1,0,0,1,0,1
882,0,0,0,0,0,1,0,-1,0,0
883,-1,0,0,-1,-1,1,-1,-1,0,1
884,1,0,0,1,1,-1,0,1,0,-1
885,1,0,1,-1,-1,0,1,1,0,0
886,1,0,1,1,1,1,1,1,0,-1
887,1,1,1,-1,1,1,1,-1,0,-1
888,-1,-1,-1,0,-1,1,1,-1,1,1
889,1,0,1,1,1,-1,0,1,0,-1
890,-1,-1,0,0,-1,1,-1,-1,0,1
891,-1,0,-1,-1,-1,1,-1,-1,0,1
892,1,0,1,-1,1,-1,0,1,1,-1
893,-1,-1,1,1,-1,1,-1,-1,0,1
894,-1,-1,0,-1,1,-1,1,1,0,-1
895,-1,0,-1,-1,-1,0,-1,1,0,1
896,0,0,0,0,1,1,0,1,0,1
897,1,0,1,1,1,0,-1,-1,0,-1
898,-1,0,-1,-1,-1,1,0,-1,0,1
899,1,1,1,-1,1,0,1,1,0,-1
900,1,1,1,1,0,0,1,1,0,-1
901,1,0,0,1,1,0,0,1,0,-1
902,-1,-1,1,-1,-1,-1,1,1,0,0
903,1,0,1,0,-1,0,1,1,0,-1
904,1,1,1,-1,1,-1,0,1,0,-1
905,1,0,1,0,0,0,1,1,1,-1
906,0,-1,-1,0,1,0,0,1,0,1
907,1,1,1,-1,1,0,1,-1,0,-1
908,1,-1,1,-1,-1,-1,1,1,0,0
909,1,0,0,1,1,1,-1,-1,0,-1
910,1,1,1,0,0,0,0,1,0,-1
911,1,0,1,-1,1,-1,1,1,0,-1
912,-1,-1,-1,0,-1,0,1,-1,0,1
913,1,0,1,-1,-1,-1,1,1,1,0
914,1,1,-1,-1,1,1,1,1,0,0
915,1,0,1,-1,1,0,-1,1,0,-1
916,-1,0,1,-1,0,-1,1,1,0,-1
917,-1,-1,0,-1,-1,0,-1,1,0,1
918,1,0,1,-1,1,0,1,-1,0,-1
919,-1,-1,1,-1,-1,0,0,1,0,1
920,-1,-1,-1,-1,1,1,0,-1,0,1
921,1,0,1,-1,-1,-1,0,1,0,-1
922,-1,-1,-1,-1,-1,-1,-1,1,0,1
923,1,1,1,-1,1,-1,0,1,0,-1
924,-1,-1,0,0,-1,1,-1,1,0,1
925,0,-1,1,0,1,0,-1,-1,0,1
926,-1,0,1,-1,1,1,1,-1,1,1
927,1,0,1,1,1,0,1,1,0,-1
928,1,1,1,-1,1,-1,1,1,0,-1
929,1,1,-1,1,1,0,1,1,0,-1
930,1,0,1,-1,1,0,1,1,0,-1
931,1,0,1,1,1,1,1,-1,0,-1
932,-1,-1,1,-1,-1,0,0,1,0,1
933,1,0,1,1,1,1,0,1,0,-1
934,0,0,-1,0,1,1,-1,-1,0,1
935,1,0,1,1,1,0,-1,-1,1,-1
936,1,0,-1,1,1,1,0,-1,0,-1
937,1,0,1,0,-1,0,1,-1,0,-1
938,1,0,1,-1,1,-1,0,1,0,-1
939,1,0,1,-1,-1,-1,1,1,0,0
940,1,0,0,1,1,-1,0,1,0,-1
941,-1,-1,1,-1,-1,-1,1,1,0,0
942,1,0,-1,-1,-1,1,-1,-1,0,1
943,1,-1,1,1,1,0,1,1,0,-1
944,-1,0,-1,-1,-1,0,0,-1,0,1
945,1,0,1,-1,1,-1,0,1,0,-1
946,0,-1,0,0,1,1,0,-1,0,1
947,0,0,-1,0,1,-1,-1,1,0,1
948,1,0,-1,1,1,1,0,-1,0,-1
949,1,0,1,1,1,1,1,-1,0,-1
950,1,0,1,-1,-1,0,0,1,1,-1
951,1,0,-1,1,1,1,0,-1,0,1
952,-1,-1,-1,-1,1,1,-1,-1,0,1
953,1,0,0,0,-1,1,0,-1,0,-1
954,1,0,1,0,0,1,1,-1,1,-1
955,-1,-1,-1,-1,-1,0,-1,1,0,1
956,0,0,-1,0,1,0,0,1,0,1
957,1,1,1,-1,-1,-1,1,1,1,0
958,-1,-1,0,0,-1,1,-1,-1,0,1
959,1,0,1,1,1,1,-1,-1,0,-1
960,1,0,0,0,-1,-1,0,1,0,-1
961,1,0,1,1,1,1,0,-1,0,-1
962,-1,1,0,0,-1,0,-1,1,0,-1
963,1,0,-1,-1,1,1,-1,-1,0,-1
964,1,0,1,-1,1,-1,-1,1,1,-1
965,1,1,1,-1,1,-1,-1,1,1,-1
966,-1,0,-1,-1,-1,-1,0,1,0,1
967,-1,-1,-1,-1,1,1,-1,-1,0,1
968,-1,0,1,-1,0,1,-1,1,0,1
969,1,1,1,1,1,0,0,1,0,-1
970,-1,1,1,0,-1,0,1,-1,0,-1
971,1,0,1,-1,1,0,-1,-1,0,-1
972,1,0,1,-1,1,0,0,1,1,-1
973,-1,0,1,-1,0,1,0,1,0,1
974,1,0,1,-1,1,-1,1,1,1,-1
975,-1,0,1,0,-1,-1,0,1,0,-1
976,-1,0,-1,0,-1,1,0,-1,0,1
977,0,-1,-1,0,1,-1,-1,1,0,1
978,1,1,1,0,-1,-1,1,1,0,-1
979,1,0,1,0,-1,0,0,1,0,-1
980,-1,-1,1,1,1,1,-1,-1,0,1
981,1,-1,1,1,1,-1,1,1,0,-1
982,1,0,-1,-1,-1,0,0,-1,0,-1
983,1,-1,0,-1,-1,1,-1,-1,0,1
984,1,1,1,-1,-1,-1,1,1,1,0
985,-1,1,1,0,0,-1,0,1,0,-1
986,-1,-1,0,-1,-1,1,-1,-1,0,1
987,0,0,0,0,0,-1,0,1,0,0
988,1,1,1,-1,1,0,1,1,0,-1
989,-1,0,-1,-1,-1,1,0,-1,0,1
990,1,0,1,-1,-1,-1,0,1,1,-1
991,-1,-1,1,1,1,1,1,-1,0,1
992,-1,-1,0,1,1,1,-1,-1,0,1
993,-1,0,-1,-1,1,-1,-1,1,0,1
994,-1,0,-1,0,-1,0,1,1,1,1
995,-1,-1,-1,-1,-1,1,-1,-1,0,1
996,1,0,1,-1,-1,1,1,-1,0,0
997,1,0,1,0,-1,-1,1,1,0,-1
998,-1,-1,0,0,1,1,0,-1,0,1
999,-1,1,-1,1,1,-1,0,1,0,-1
1000,1,1,0,0,-1,-1,-1,1,0,-1
1001,-1,-1,1,-1,-1,1,0,1,0,1
1002,0,0,-1,0,1,1,0,-1,0,1
1003,1,0,1,0,-1,-1,-1,1,1,-1
1004,0,-1,0,0,1,1,0,-1,0,1
1005,0,0,-1,0,1,0,0,1,0,1
1006,1,1,1,1,1,1,-1,-1,0,-1
1007,-1,-1,0,-1,0,1,-1,-1,0,1
1008,-1,0,-1,1,1,1,-1,-1,0,1
1009,1,0,1,-1,1,-1,0,1,1,-1
1010,1,0,0,1,-1,0,-1,1,0,1
1011,-1,0,1,0,0,1,0,1,0,-1
1012,-1,-1,0,0,-1,1,0,-1,0,1
1013,-1,-1,1,-1,1,1,1,-1,0,0
1014,0,-1,1,0,1,0,0,1,0,1
1015,1,-1,1,-1,1,-1,0,1,0,-1
1016,-1,-1,-1,-1,-1,0,0,-1,0,1
1017,1,0,1,-1,1,1,0,1,0,-1
1018,1,-1,0,1,1,-1,1,1,0,-1
1019,-1,-1,0,-1,0,1,-1,-1,0,1
1020,-1,0,1,-1,1,0,1,-1,1,1
1021,-1,-1,0,-1,-1,0,0,1,0,1
1022,1,0,-1,-1,1,0,1,1,0,-1
1023,-1,-1,-1,1,1,1,-1,-1,0,1
1024,-1,0,-1,1,1,1,1,-1,0,1
1025,1,-1,0,-1,-1,1,-1,-1,0,1
1026,-1,0,0,-1,-1,0,-1,1,0,1
1027,1,-1,0,-1,-1,0,1,-1,0,1
1028,1,0,1,1,1,1,0,-1,0,-1
1029,1,0,1,0,0,0,0,1,1,-1
1030,-1,0,1,0,-1,-1,0,1,0,-1
1031,-1,-1,-1,0,-1,1,0,-1,0,1
1032,1,1,1,0,-1,0,1,-1,0,-1
1033,1,-1,0,-1,-1,0,0,-1,0,1
1034,1,0,1,-1,1,-1,0,1,0,-1
1035,-1,-1,0,-1,-1,-1,0,1,0,0
1036,0,0,-1,0,1,1,0,-1,0,1
1037,0,-1,-1,0,1,0,0,-1,0,1
1038,1,0,1,-1,-1,1,1,-1,0,-1
1039,1,0,1,-1,1,-1,0,1,1,-1
1040,1,0,1,-1,1,0,-1,1,1,-1
1041,0,0,0,0,1,0,0,-1,0,1
1042,1,0,1,1,1,-1,-1,1,0,-1
1043,1,0,1,0,-1,0,1,1,0,-1
1044,-1,0,1,0,-1,0,-1,1,0,-1
1045,-1,0,-1,-1,-1,1,0,-1,0,1
1046,1,0,1,0,-1,0,0,1,0,-1
1047,-1,0,-1,-1,-1,-1,0,1,0,1
1048,1,1,-1,-1,-1,1,1,-1,0,-1
1049,1,0,1,1,1,-1,0,1,0,-1
1050,1,0,1,0,-1,1,1,-1,0,-1
1051,-1,-1,0,-1,-1,1,-1,-1,0,1
1052,1,1,1,-1,1,-1,0,1,0,-1
1053,1,0,1,0,-1,0,0,1,0,-1
1054,-1,-1,-1,0,-1,0,0,1,0,1
1055,-1,-1,0,-1,1,-1,0,1,0,1
1056,-1,0,1,0,0,-1,1,1,0,-1
1057,1,1,1,-1,1,0,-1,1,1,-1
1058,1,0,1,0,-1,1,-1,-1,0,-1
1059,1,1,1,0,0,1,-1,-1,0,-1
1060,1,1,1,1,1,-1,1,1,0,-1
1061,-1,-1,1,-1,-1,0,0,-1,0,1
1062,0,0,-1,0,1,-1,-1,1,0,1
1063,1,1,1,1,1,-1,0,1,1,-1
1064,-1,-1,1,-1,0,1,-1,-1,0,-1
1065,1,1,1,-1,-1,-1,1,1,0,0
1066,1,0,1,1,0,-1,1,1,0,-1
1067,-1,-1,-1,1,-1,1,1,-1,1,1
1068,-1,0,0,-1,-1,-1,0,1,0,1
1069,0,-1,-1,0,1,-1,1,1,0,1
1070,-1,1,1,0,0,1,0,-1,0,-1
1071,0,0,-1,0,1,1,0,-1,0,1
1072,-1,0,-1,-1,-1,0,1,-1,0,1
1073,-1,-1,1,-1,-1,0,0,-1,0,1
1074,1,0,1,-1,1,-1,0,1,0,-1
1075,1,1,1,0,0,-1,0,1,0,-1
1076,1,-1,1,-1,-1,0,-1,1,0,-1
1077,-1,-1,1,1,-1,1,-1,1,0,1
1078,-1,-1,1,-1,-1,1,-1,-1,0,1
1079,-1,0,1,0,0,-1,0,1,0,-1
1080,1,-1,0,-1,1,-1,1,1,0,1
1081,1,-1,1,1,1,0,1,1,0,-1
1082,1,0,1,0,-1,0,-1,1,0,-1
1083,1,-1,1,-1,1,-1,0,1,0,-1
1084,1,-1,0,0,1,-1,-1,1,0,1
1085,1,0,1,1,1,0,0,-1,0,-1
1086,-1,-1,-1,-1,-1,0,1,-1,0,1
1087,-1,-1,1,-1,0,0,-1,-1,0,1
1088,1,0,1,0,-1,0,0,1,0,-1
1089,0,-1,-1,0,0,-1,0,1,0,1
1090,1,0,1,-1,1,0,-1,-1,0,-1
